9.32117,9.32118,9.32122,9.32118,9.32122,9.32119,9.32119,9.32119,9.3212,9.3212,9.32121,9.32119,9.3212,9.32119,9.37371,9.47878,
9.32117,9.32118,9.32122,9.32118,9.32122,9.32119,9.32119,9.32119,9.3212,9.3212,9.32121,9.32119,9.3212,9.32119,9.37371,9.47878,
9.32117,9.32118,9.32122,9.32118,9.32122,9.32119,9.32119,9.32119,9.3212,9.3212,9.32121,9.32119,9.3212,9.32119,9.37371,9.47878,
9.33776,9.33777,9.3378,9.33776,9.33781,9.33778,9.33778,9.33778,9.33778,9.33778,9.33779,9.33778,9.33778,9.35091,9.39029,9.53476,
9.34771,9.34772,9.34775,9.34772,9.34776,9.34773,9.34773,9.34773,9.34774,9.34774,9.34774,9.34773,9.34774,9.36874,9.40024,9.56834,
9.34329,9.3433,9.34333,9.34329,9.34334,9.3433,9.34331,9.34331,9.34331,9.34331,9.34332,9.3433,9.34331,9.36082,9.39582,9.55342,
9.34013,9.34014,9.34017,9.34013,9.34018,9.34014,9.34015,9.34015,9.34015,9.34015,9.34016,9.34014,9.34015,9.35516,9.39266,9.54275,
9.34605,9.34606,9.3461,9.34606,9.3461,9.34607,9.34607,9.34607,9.34608,9.34608,9.34608,9.34607,9.34608,9.36577,9.39858,9.56275,
9.34329,9.3433,9.34333,9.34329,9.34334,9.3433,9.34331,9.34331,9.34331,9.34331,9.34332,9.3433,9.34331,9.36082,9.39582,9.55342,
9.34107,9.34109,9.34112,9.34108,9.34113,9.34109,9.34109,9.3411,9.3411,9.3411,9.34111,9.34109,9.3411,9.35685,9.39361,9.54595,
