9.32117,9.32118,9.32122,9.32118,9.32122,9.32119,9.32119,9.32119,9.3212,9.3212,9.32121,9.32119,9.3212,9.32119,9.37371,9.47878,
9.32117,9.32118,9.32122,9.32118,9.32122,9.32119,9.32119,9.32119,9.3212,9.3212,9.32121,9.32119,9.3212,9.32119,9.37371,9.47878,
9.27141,9.27144,9.27146,9.27142,9.27145,9.27144,9.27144,9.27144,9.27144,9.27144,9.27145,9.27143,9.27144,9.27143,9.32395,9.42902,
9.28385,9.28387,9.2839,9.28386,9.28389,9.28388,9.28388,9.28388,9.28388,9.28388,9.28389,9.28387,9.28388,9.28387,9.33639,9.44146,
9.29132,9.29134,9.29136,9.29133,9.29136,9.29134,9.29134,9.29134,9.29134,9.29134,9.29135,9.29133,9.29134,9.29134,9.34385,9.44893,
9.29629,9.29631,9.29634,9.2963,9.29634,9.29631,9.29632,9.29631,9.29632,9.29632,9.29633,9.29631,9.29632,9.29631,9.34883,9.4539,
9.2572,9.25722,9.25724,9.25721,9.25724,9.25722,9.25722,9.25722,9.25722,9.25722,9.25723,9.25721,9.25723,9.25722,9.30973,9.41481,
9.26519,9.26521,9.26524,9.2652,9.26523,9.26522,9.26522,9.26522,9.26522,9.26522,9.26523,9.26521,9.26522,9.26521,9.31773,9.4228,
9.27141,9.27143,9.27146,9.27142,9.27145,9.27144,9.27143,9.27144,9.27144,9.27144,9.27145,9.27143,9.27144,9.27143,9.32395,9.42902,
9.27639,9.27641,9.27643,9.2764,9.27643,9.27641,9.27641,9.27641,9.27641,9.27642,9.27642,9.27641,9.27642,9.27641,9.32892,9.434,
