9.47874,9.47878,9.4788,9.4788,9.47881,9.4788,9.47879,9.47882,9.4788,9.47879,9.47883,9.47877,9.47876,9.47877,9.47876,9.47878,
9.47874,9.47878,9.4788,9.4788,9.47881,9.4788,9.47879,9.47882,9.4788,9.47879,9.47883,9.47877,9.47876,9.47877,9.47876,9.47878,
9.42898,9.42903,9.42903,9.42905,9.42903,9.42904,9.42904,9.42907,9.42903,9.42903,9.42907,9.42901,9.429,9.42901,9.429,9.42902,
9.44142,9.44147,9.44147,9.44149,9.44148,9.44148,9.44148,9.44151,9.44147,9.44147,9.44151,9.44145,9.44144,9.44145,9.44144,9.44146,
9.44888,9.44893,9.44894,9.44895,9.44894,9.44894,9.44894,9.44897,9.44894,9.44893,9.44897,9.44891,9.44891,9.44891,9.44891,9.44893,
9.45386,9.4539,9.45391,9.45392,9.45392,9.45392,9.45391,9.45394,9.45391,9.45391,9.45395,9.45389,9.45388,9.45389,9.45388,9.4539,
9.64933,9.64938,9.64939,9.64939,9.6494,9.64939,9.64939,9.64942,9.64939,9.64938,9.64942,9.64936,9.64936,9.64936,9.64936,9.64938,
9.79594,9.79598,9.796,9.796,9.79602,9.796,9.79599,9.79602,9.796,9.79599,9.79603,9.79597,9.79596,9.79597,9.79596,9.79598,
9.76069,9.76074,9.76075,9.76075,9.76077,9.76075,9.76075,9.76078,9.76075,9.76074,9.76078,9.76072,9.76072,9.76073,9.76072,9.76074,
9.7325,9.73254,9.73256,9.73256,9.73257,9.73256,9.73255,9.73258,9.73256,9.73255,9.73259,9.73253,9.73252,9.73253,9.73252,9.73254,
