9.32117,9.32118,9.32122,9.32118,9.32122,9.32119,9.32119,9.32119,9.3212,9.3212,9.32121,9.32119,9.3212,9.32119,9.37371,9.47878,
9.32117,9.32118,9.32122,9.32118,9.32122,9.32119,9.32119,9.32119,9.3212,9.3212,9.32121,9.32119,9.3212,9.32119,9.37371,9.47878,
9.32117,9.32118,9.32122,9.32118,9.32122,9.32119,9.32119,9.32119,9.3212,9.3212,9.32121,9.32119,9.3212,9.32119,9.37371,9.47878,
9.32117,9.32118,9.32122,9.32118,9.32122,9.32119,9.32119,9.32119,9.3212,9.3212,9.32121,9.32119,9.3212,9.32119,9.37371,9.47878,
9.35655,9.35657,9.3566,9.35656,9.3566,9.35657,9.35657,9.35658,9.35658,9.35658,9.35659,9.35657,9.35658,9.36708,9.40909,9.5982,
9.35066,9.35067,9.3507,9.35066,9.35071,9.35068,9.35068,9.35068,9.35068,9.35068,9.35069,9.35068,9.35068,9.35943,9.40319,9.57829,
9.34644,9.34646,9.34649,9.34645,9.3465,9.34646,9.34646,9.34647,9.34647,9.34647,9.34648,9.34646,9.34647,9.35397,9.39898,9.56408,
9.30597,9.30598,9.30601,9.30598,9.30601,9.30599,9.30599,9.30599,9.30599,9.306,9.306,9.30599,9.306,9.31255,9.3585,9.5161,
9.30766,9.30767,9.3077,9.30767,9.3077,9.30768,9.30768,9.30768,9.30768,9.30768,9.30769,9.30768,9.30768,9.31351,9.36019,9.51195,
9.30901,9.30902,9.30905,9.30902,9.30905,9.30903,9.30903,9.30903,9.30903,9.30904,9.30904,9.30903,9.30904,9.31428,9.36154,9.50863,
