2.86104,2.86105,2.86105,2.86106,2.86106,2.86105,2.86105,2.86108,2.86106,2.86105,2.86107,3.06201,4.23365,5.20995,6.1211,6.83688,
2.86104,2.86105,2.86105,2.86106,2.86106,2.86105,2.86105,2.86108,2.86106,2.86105,2.86107,3.06201,4.23365,5.20995,6.1211,6.83688,
2.86104,2.86105,2.86105,2.86106,2.86106,2.86105,2.86105,2.86108,2.86106,2.86105,2.86107,3.06201,4.23365,5.20995,6.1211,6.83688,
2.83892,2.83894,2.83893,2.83894,2.83895,2.83894,2.83894,2.83896,2.83895,2.83893,2.83896,2.98966,4.12172,5.12166,6.02545,6.75122,
2.84334,2.84336,2.84335,2.84337,2.84337,2.84336,2.84336,2.84338,2.84337,2.84335,2.84338,3.00413,4.14411,5.13932,6.04458,6.76835,
2.84629,2.84631,2.8463,2.84632,2.84632,2.84631,2.84631,2.84633,2.84632,2.8463,2.84633,3.01378,4.15903,5.15109,6.05733,6.77977,
2.8484,2.84842,2.84841,2.84842,2.84843,2.84842,2.84841,2.84844,2.84843,2.84841,2.84843,3.02067,4.16969,5.1595,6.06644,6.78793,
2.84998,2.84999,2.84999,2.85,2.85001,2.85,2.84999,2.85002,2.85001,2.84999,2.85001,3.02584,4.17769,5.1658,6.07328,6.79405,
3.00877,3.00879,3.00878,3.00879,3.0088,3.00879,3.00879,3.00881,3.0088,3.00878,3.00881,3.23807,4.38489,5.37169,6.27233,6.99256,
2.994,2.99401,2.99401,2.99402,2.99403,2.99402,2.99401,2.99404,2.99402,2.99401,2.99403,3.22047,4.36976,5.35552,6.25721,6.97699,
