9.47874,9.47878,9.4788,9.4788,9.47881,9.4788,9.47879,9.47882,9.4788,9.47879,9.47883,9.47877,9.47876,9.47877,9.47876,9.47878,
9.59069,9.59072,9.59076,9.59074,9.59077,9.59075,9.59074,9.59077,9.59075,9.59074,9.59078,9.59072,9.59073,9.59073,9.59071,9.59073,
9.55337,9.55341,9.55344,9.55342,9.55345,9.55343,9.55342,9.55346,9.55343,9.55342,9.55346,9.5534,9.5534,9.55341,9.5534,9.55342,
9.53471,9.53475,9.53478,9.53477,9.53479,9.53477,9.53476,9.5348,9.53477,9.53476,9.5348,9.53474,9.53474,9.53475,9.53474,9.53476,
9.52352,9.52355,9.52358,9.52358,9.52359,9.52358,9.52357,9.5236,9.52358,9.52357,9.52361,9.52355,9.52355,9.52355,9.52354,9.52356,
9.51605,9.51609,9.51612,9.51611,9.51613,9.51611,9.51611,9.51614,9.51611,9.51611,9.51614,9.51608,9.51608,9.51609,9.51608,9.5161,
9.51072,9.51076,9.51078,9.51078,9.5108,9.51078,9.51078,9.51081,9.51078,9.51078,9.51081,9.51075,9.51075,9.51076,9.51075,9.51077,
9.50672,9.50676,9.50679,9.50678,9.5068,9.50678,9.50678,9.50681,9.50678,9.50678,9.50681,9.50676,9.50675,9.50676,9.50675,9.50677,
9.50361,9.50365,9.50368,9.50368,9.50369,9.50367,9.50367,9.5037,9.50367,9.50367,9.5037,9.50365,9.50364,9.50365,9.50364,9.50366,
9.50113,9.50117,9.50119,9.50119,9.5012,9.50119,9.50118,9.50121,9.50119,9.50118,9.50122,9.50116,9.50115,9.50116,9.50115,9.50117,
